Datetime,Open,High,Low,Close,Adj Close,Volume,Prediction,pointpos
2024-06-18 00:00:00+00:00,3510.565185546875,3510.565185546875,3510.565185546875,3510.565185546875,3510.565185546875,0,0,
2024-06-18 00:01:00+00:00,3511.786376953125,3511.786376953125,3511.786376953125,3511.786376953125,3511.786376953125,0,0,
2024-06-18 00:02:00+00:00,3514.17724609375,3514.17724609375,3514.17724609375,3514.17724609375,3514.17724609375,0,0,
2024-06-18 00:03:00+00:00,3513.491455078125,3513.491455078125,3513.491455078125,3513.491455078125,3513.491455078125,2734080,0,
2024-06-18 00:04:00+00:00,3513.22216796875,3513.22216796875,3513.22216796875,3513.22216796875,3513.22216796875,0,0,
2024-06-18 00:05:00+00:00,3512.0126953125,3512.0126953125,3512.0126953125,3512.0126953125,3512.0126953125,5349376,0,
2024-06-18 00:06:00+00:00,3512.867431640625,3512.867431640625,3512.867431640625,3512.867431640625,3512.867431640625,1347584,1,3512.867931640625
2024-06-18 00:07:00+00:00,3512.383056640625,3512.383056640625,3512.383056640625,3512.383056640625,3512.383056640625,0,0,
2024-06-18 00:08:00+00:00,3508.318603515625,3508.318603515625,3508.318603515625,3508.318603515625,3508.318603515625,0,0,
2024-06-18 00:09:00+00:00,3508.062744140625,3508.062744140625,3508.062744140625,3508.062744140625,3508.062744140625,4696064,0,
2024-06-18 00:10:00+00:00,3505.77001953125,3505.77001953125,3505.77001953125,3505.77001953125,3505.77001953125,0,0,
2024-06-18 00:11:00+00:00,3504.69140625,3504.69140625,3504.69140625,3504.69140625,3504.69140625,2805760,0,
2024-06-18 00:12:00+00:00,3504.718994140625,3504.718994140625,3504.718994140625,3504.718994140625,3504.718994140625,0,0,
2024-06-18 00:13:00+00:00,3502.90087890625,3502.90087890625,3502.90087890625,3502.90087890625,3502.90087890625,616448,0,
2024-06-18 00:14:00+00:00,3502.40478515625,3502.40478515625,3502.40478515625,3502.40478515625,3502.40478515625,0,0,
2024-06-18 00:15:00+00:00,3502.767578125,3502.767578125,3502.767578125,3502.767578125,3502.767578125,671744,0,
2024-06-18 00:16:00+00:00,3504.033935546875,3504.033935546875,3504.033935546875,3504.033935546875,3504.033935546875,0,0,
2024-06-18 00:17:00+00:00,3503.2041015625,3503.2041015625,3503.2041015625,3503.2041015625,3503.2041015625,0,0,
2024-06-18 00:18:00+00:00,3501.97021484375,3501.97021484375,3501.97021484375,3501.97021484375,3501.97021484375,0,0,
2024-06-18 00:19:00+00:00,3502.87841796875,3502.87841796875,3502.87841796875,3502.87841796875,3502.87841796875,0,0,
2024-06-18 00:20:00+00:00,3497.67626953125,3497.67626953125,3497.67626953125,3497.67626953125,3497.67626953125,0,0,
2024-06-18 00:21:00+00:00,3493.080322265625,3493.080322265625,3493.080322265625,3493.080322265625,3493.080322265625,3708928,0,
2024-06-18 00:22:00+00:00,3491.026611328125,3491.026611328125,3491.026611328125,3491.026611328125,3491.026611328125,9641984,0,
2024-06-18 00:23:00+00:00,3489.976318359375,3489.976318359375,3489.976318359375,3489.976318359375,3489.976318359375,4067328,0,
2024-06-18 00:24:00+00:00,3492.014892578125,3492.014892578125,3492.014892578125,3492.014892578125,3492.014892578125,0,0,
2024-06-18 00:25:00+00:00,3492.76953125,3492.76953125,3492.76953125,3492.76953125,3492.76953125,7036928,0,
2024-06-18 00:26:00+00:00,3496.413330078125,3496.413330078125,3496.413330078125,3496.413330078125,3496.413330078125,16300032,0,
2024-06-18 00:27:00+00:00,3495.671875,3495.671875,3495.671875,3495.671875,3495.671875,0,0,
2024-06-18 00:28:00+00:00,3494.999755859375,3494.999755859375,3494.999755859375,3494.999755859375,3494.999755859375,5558272,0,
2024-06-18 00:29:00+00:00,3493.333251953125,3493.333251953125,3493.333251953125,3493.333251953125,3493.333251953125,18550784,0,
2024-06-18 00:30:00+00:00,3497.267333984375,3497.267333984375,3497.267333984375,3497.267333984375,3497.267333984375,0,0,
2024-06-18 00:31:00+00:00,3504.2890625,3504.2890625,3504.2890625,3504.2890625,3504.2890625,0,0,
2024-06-18 00:32:00+00:00,3511.51220703125,3511.51220703125,3511.51220703125,3511.51220703125,3511.51220703125,0,0,
2024-06-18 00:33:00+00:00,3509.75927734375,3509.75927734375,3509.75927734375,3509.75927734375,3509.75927734375,9889792,0,
2024-06-18 00:34:00+00:00,3506.41259765625,3506.41259765625,3506.41259765625,3506.41259765625,3506.41259765625,0,0,
2024-06-18 00:35:00+00:00,3506.45458984375,3506.45458984375,3506.45458984375,3506.45458984375,3506.45458984375,28346368,0,
2024-06-18 00:36:00+00:00,3490.24658203125,3490.24658203125,3490.24658203125,3490.24658203125,3490.24658203125,2902016,0,
2024-06-18 00:37:00+00:00,3495.2177734375,3495.2177734375,3495.2177734375,3495.2177734375,3495.2177734375,2207744,0,
2024-06-18 00:38:00+00:00,3492.4296875,3492.4296875,3492.4296875,3492.4296875,3492.4296875,3219456,0,
2024-06-18 00:39:00+00:00,3491.742919921875,3491.742919921875,3491.742919921875,3491.742919921875,3491.742919921875,0,0,
2024-06-18 00:40:00+00:00,3491.602294921875,3491.602294921875,3491.602294921875,3491.602294921875,3491.602294921875,2609152,0,
2024-06-18 00:41:00+00:00,3500.617431640625,3500.617431640625,3500.617431640625,3500.617431640625,3500.617431640625,1015808,0,
2024-06-18 00:42:00+00:00,3492.279052734375,3492.279052734375,3492.279052734375,3492.279052734375,3492.279052734375,6529024,0,
2024-06-18 00:43:00+00:00,3489.10595703125,3489.10595703125,3489.10595703125,3489.10595703125,3489.10595703125,86016,0,
2024-06-18 00:44:00+00:00,3486.21142578125,3486.21142578125,3486.21142578125,3486.21142578125,3486.21142578125,19298304,0,
2024-06-18 00:45:00+00:00,3483.401123046875,3483.401123046875,3483.401123046875,3483.401123046875,3483.401123046875,0,0,
2024-06-18 00:46:00+00:00,3478.401123046875,3478.401123046875,3478.401123046875,3478.401123046875,3478.401123046875,24061952,1,3478.401623046875
2024-06-18 00:47:00+00:00,3478.123046875,3478.123046875,3478.123046875,3478.123046875,3478.123046875,55885824,0,
2024-06-18 00:48:00+00:00,3475.934814453125,3475.934814453125,3475.934814453125,3475.934814453125,3475.934814453125,5163008,0,
