Datetime,Open,High,Low,Close,Adj Close,Volume
2024-06-17 09:30:00-04:00,132.77999877929688,132.77999877929688,132.77999877929688,132.77999877929688,132.77999877929688,18852618
2024-06-17 09:31:00-04:00,132.8096923828125,133.30999755859375,132.74000549316406,133.18499755859375,133.18499755859375,2017974
2024-06-17 09:32:00-04:00,133.16000366210938,133.30999755859375,132.6999969482422,132.88999938964844,132.88999938964844,1920372
2024-06-17 09:33:00-04:00,132.88999938964844,133.0,132.39999389648438,132.58299255371094,132.58299255371094,1873039
2024-06-17 09:34:00-04:00,132.58999633789062,133.0399932861328,132.44000244140625,132.96009826660156,132.96009826660156,1936457
2024-06-17 09:35:00-04:00,132.97000122070312,132.97999572753906,132.67999267578125,132.77000427246094,132.77000427246094,1322049
2024-06-17 09:36:00-04:00,132.74000549316406,133.2899932861328,132.64999389648438,133.18800354003906,133.18800354003906,2099296
2024-06-17 09:37:00-04:00,133.185302734375,133.49000549316406,133.07000732421875,133.0800018310547,133.0800018310547,1753914
2024-06-17 09:38:00-04:00,133.10000610351562,133.625,133.02999877929688,133.45750427246094,133.45750427246094,2177941
2024-06-17 09:39:00-04:00,133.47000122070312,133.53990173339844,133.25,133.3195037841797,133.3195037841797,1197470
2024-06-17 09:40:00-04:00,133.3300018310547,133.72999572753906,133.30999755859375,133.47500610351562,133.47500610351562,2122478
2024-06-17 09:41:00-04:00,133.46299743652344,133.67999267578125,133.22000122070312,133.3300018310547,133.3300018310547,1413022
2024-06-17 09:42:00-04:00,133.3249969482422,133.3800048828125,133.13999938964844,133.2050018310547,133.2050018310547,1065147
2024-06-17 09:43:00-04:00,133.2050018310547,133.2050018310547,132.42999267578125,132.44000244140625,132.44000244140625,2427590
2024-06-17 09:44:00-04:00,132.44000244140625,132.6790008544922,132.27760314941406,132.61000061035156,132.61000061035156,1741656
2024-06-17 09:45:00-04:00,132.61000061035156,132.85000610351562,132.57000732421875,132.68089294433594,132.68089294433594,1240430
2024-06-17 09:46:00-04:00,132.6699981689453,132.72000122070312,132.22000122070312,132.3343963623047,132.3343963623047,1499300
2024-06-17 09:47:00-04:00,132.32000732421875,132.38999938964844,131.4199981689453,131.43240356445312,131.43240356445312,3535047
2024-06-17 09:48:00-04:00,131.4239959716797,131.58999633789062,131.14999389648438,131.25999450683594,131.25999450683594,2820693
2024-06-17 09:49:00-04:00,131.27000427246094,131.32000732421875,130.72999572753906,130.97500610351562,130.97500610351562,2992159
2024-06-17 09:50:00-04:00,130.9600067138672,131.3000030517578,130.85000610351562,130.97000122070312,130.97000122070312,1982372
2024-06-17 09:51:00-04:00,130.97000122070312,131.5,130.89999389648438,131.0800018310547,131.0800018310547,2029193
2024-06-17 09:52:00-04:00,131.11000061035156,131.25,130.75999450683594,131.0800018310547,131.0800018310547,1717976
2024-06-17 09:53:00-04:00,131.0760040283203,131.3699951171875,130.80999755859375,131.3594970703125,131.3594970703125,1387725
2024-06-17 09:54:00-04:00,131.33009338378906,131.7899932861328,131.2100067138672,131.7050018310547,131.7050018310547,1863603
2024-06-17 09:55:00-04:00,131.7100067138672,131.8000030517578,131.5,131.5749969482422,131.5749969482422,1231339
2024-06-17 09:56:00-04:00,131.5800018310547,131.8000030517578,131.52999877929688,131.77499389648438,131.77499389648438,1100709
2024-06-17 09:57:00-04:00,131.77499389648438,132.1300048828125,131.77000427246094,132.06500244140625,132.06500244140625,1748694
2024-06-17 09:58:00-04:00,132.06500244140625,132.22999572753906,131.94000244140625,132.00999450683594,132.00999450683594,1288349
2024-06-17 09:59:00-04:00,132.02999877929688,132.49000549316406,131.99000549316406,132.4613037109375,132.4613037109375,1472655
2024-06-17 10:00:00-04:00,132.47000122070312,132.58999633789062,132.1999969482422,132.2375030517578,132.2375030517578,1184560
